delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,attention,meditation,rawValue,blinkStrength
787750.000,195055.000,98401.000,138231.000,41778.000,31915.000,7625.000,1541.000,41.000,44.000,66.000,0.000
180512.000,53925.000,22247.000,33053.000,11084.000,10628.000,1379.000,844.000,41.000,56.000,57.000,0.000
285039.000,37265.000,12978.000,21283.000,12925.000,5716.000,2827.000,698.000,57.000,64.000,66.000,0.000
116229.000,18488.000,8985.000,11660.000,9234.000,7515.000,1245.000,616.000,57.000,77.000,90.000,0.000
565091.000,290357.000,190580.000,27568.000,49034.000,39051.000,10962.000,2734.000,83.000,75.000,75.000,0.000
841762.000,232387.000,59520.000,129852.000,33156.000,25423.000,4419.000,5221.000,83.000,70.000,107.000,0.000
189442.000,380375.000,17323.000,81950.000,48223.000,25615.000,4056.000,3557.000,77.000,70.000,60.000,0.000
173019.000,86185.000,12191.000,18689.000,9386.000,4187.000,2909.000,870.000,69.000,61.000,-28.000,0.000
880112.000,206946.000,18190.000,29071.000,44985.000,29756.000,12258.000,6416.000,47.000,56.000,5.000,0.000
1491693.000,142521.000,33143.000,37498.000,16391.000,74998.000,11716.000,7693.000,53.000,44.000,112.000,0.000
610712.000,608215.000,87536.000,184040.000,67309.000,36330.000,42384.000,21172.000,70.000,38.000,-270.000,0.000
1133794.000,61097.000,11911.000,18674.000,9036.000,9867.000,1391.000,1006.000,66.000,44.000,-2.000,0.000
915858.000,221727.000,50232.000,38403.000,38504.000,13730.000,17749.000,2985.000,78.000,44.000,19.000,0.000
290119.000,109810.000,84235.000,85069.000,44351.000,20464.000,2556.000,2381.000,63.000,51.000,97.000,0.000
444778.000,40153.000,15426.000,5859.000,9116.000,6824.000,1089.000,627.000,41.000,61.000,203.000,0.000
575952.000,78685.000,190391.000,77657.000,19674.000,13907.000,12619.000,1712.000,54.000,60.000,-237.000,0.000
779169.000,32712.000,12666.000,37180.000,10981.000,6941.000,2297.000,1526.000,43.000,77.000,146.000,0.000
1682902.000,361157.000,9832.000,25267.000,34722.000,40917.000,26168.000,3077.000,51.000,87.000,514.000,0.000
469944.000,82290.000,1541.000,9547.000,6269.000,3378.000,1222.000,558.000,54.000,64.000,-40.000,0.000
2522230.000,83145.000,80248.000,20845.000,7199.000,9949.000,4079.000,2471.000,40.000,54.000,217.000,0.000
728922.000,358442.000,30949.000,30894.000,17341.000,21011.000,8425.000,3346.000,43.000,47.000,25.000,0.000
571813.000,26746.000,42074.000,13864.000,6084.000,15353.000,1298.000,626.000,38.000,30.000,56.000,0.000
72143.000,29130.000,7796.000,13646.000,10208.000,6303.000,3059.000,522.000,47.000,54.000,92.000,0.000
562994.000,244117.000,69769.000,25376.000,16174.000,21425.000,11710.000,4689.000,61.000,66.000,-414.000,0.000
524011.000,15704.000,3165.000,3718.000,5295.000,5974.000,619.000,278.000,64.000,56.000,26.000,0.000
1759626.000,159279.000,10540.000,97604.000,54567.000,78022.000,5114.000,4643.000,84.000,60.000,83.000,0.000
273253.000,82729.000,67401.000,11594.000,96103.000,87013.000,9272.000,3602.000,91.000,51.000,240.000,0.000
281423.000,124507.000,10410.000,5850.000,18744.000,18086.000,6398.000,1484.000,100.000,47.000,-170.000,0.000
903972.000,72079.000,15918.000,4694.000,10737.000,5822.000,1535.000,1062.000,100.000,37.000,-53.000,0.000
163601.000,124314.000,17846.000,22382.000,7549.000,16488.000,7560.000,3106.000,88.000,37.000,18.000,0.000
276523.000,467029.000,19453.000,102508.000,67763.000,45696.000,4793.000,1527.000,70.000,34.000,314.000,0.000
93103.000,14392.000,1245.000,3346.000,3480.000,1379.000,1283.000,240.000,50.000,29.000,-182.000,0.000
381078.000,87498.000,42886.000,37649.000,19652.000,16146.000,6419.000,5488.000,41.000,37.000,-9.000,0.000
709730.000,63737.000,36233.000,20243.000,23409.000,6731.000,4553.000,1238.000,47.000,44.000,-348.000,0.000
1379558.000,48310.000,36036.000,24047.000,17673.000,10900.000,2418.000,1294.000,40.000,51.000,600.000,0.000
1215436.000,53520.000,10130.000,8613.000,7500.000,3375.000,889.000,454.000,43.000,63.000,124.000,0.000
737531.000,129659.000,87395.000,77720.000,33644.000,17012.000,7438.000,3246.000,38.000,64.000,-37.000,0.000
503550.000,75189.000,92660.000,57625.000,21202.000,39650.000,3505.000,4239.000,34.000,69.000,147.000,0.000
1660151.000,102386.000,59382.000,17557.000,37059.000,17311.000,3504.000,2001.000,47.000,75.000,201.000,0.000
196266.000,136267.000,36805.000,30710.000,16024.000,9215.000,2859.000,3411.000,48.000,70.000,17.000,0.000
485964.000,71048.000,70654.000,30366.000,31321.000,59392.000,9426.000,1780.000,47.000,75.000,103.000,0.000
830437.000,17531.000,30368.000,24432.000,9897.000,9620.000,1493.000,1292.000,66.000,70.000,-25.000,0.000
836439.000,173039.000,36717.000,88858.000,48088.000,34308.000,12244.000,4371.000,63.000,74.000,183.000,0.000
1662008.000,355529.000,82950.000,51992.000,23925.000,20863.000,9005.000,2014.000,64.000,74.000,11.000,0.000
200356.000,33053.000,7835.000,7330.000,21633.000,6565.000,2494.000,608.000,64.000,70.000,60.000,0.000
1246375.000,119122.000,44326.000,51812.000,52694.000,20028.000,12786.000,2026.000,53.000,63.000,150.000,0.000
166404.000,133072.000,27834.000,35027.000,26700.000,37323.000,5996.000,5845.000,48.000,53.000,45.000,0.000
1794627.000,327033.000,43940.000,117825.000,88182.000,34518.000,11275.000,1630.000,54.000,50.000,-116.000,0.000
74176.000,31688.000,18503.000,8459.000,5682.000,2726.000,1222.000,1008.000,61.000,50.000,-17.000,0.000
2889168.000,168218.000,38191.000,74329.000,22628.000,18179.000,5936.000,1307.000,48.000,60.000,137.000,0.000
1071028.000,65034.000,31855.000,34475.000,21583.000,27529.000,7960.000,3954.000,44.000,60.000,76.000,0.000
577430.000,124033.000,59711.000,49178.000,45740.000,17739.000,2241.000,4593.000,43.000,66.000,104.000,0.000
794718.000,138577.000,80348.000,103005.000,72977.000,28752.000,19812.000,4478.000,43.000,70.000,-24.000,0.000
1418024.000,369835.000,74712.000,172578.000,77843.000,56730.000,5818.000,2779.000,53.000,70.000,251.000,0.000
166175.000,47475.000,5484.000,16532.000,20089.000,3853.000,1411.000,1167.000,56.000,69.000,92.000,0.000
755320.000,75428.000,80128.000,28096.000,22833.000,10408.000,4398.000,2989.000,43.000,63.000,409.000,0.000
147636.000,20701.000,8815.000,21001.000,3478.000,4797.000,4557.000,972.000,40.000,67.000,-369.000,0.000
1965472.000,222190.000,45596.000,40519.000,24375.000,17622.000,3727.000,1927.000,40.000,70.000,180.000,0.000
937520.000,280903.000,33484.000,38452.000,119174.000,18932.000,2782.000,1684.000,35.000,66.000,185.000,0.000
747221.000,137182.000,42363.000,91455.000,48893.000,40686.000,15845.000,3851.000,35.000,63.000,-198.000,0.000
564935.000,127298.000,20303.000,63290.000,72064.000,36271.000,17747.000,2182.000,44.000,57.000,49.000,0.000
207199.000,121592.000,19947.000,39364.000,39025.000,22221.000,13571.000,988.000,51.000,50.000,-366.000,0.000
889170.000,103772.000,10458.000,14482.000,8588.000,8537.000,2124.000,927.000,60.000,50.000,106.000,0.000
1333707.000,78675.000,103953.000,34689.000,23922.000,46939.000,11396.000,7956.000,61.000,51.000,-42.000,0.000
550647.000,107546.000,19995.000,5758.000,38375.000,3708.000,3512.000,1257.000,66.000,54.000,-165.000,0.000
521499.000,11840.000,9824.000,1751.000,1253.000,2406.000,702.000,257.000,44.000,48.000,184.000,0.000
1626260.000,84266.000,84880.000,55601.000,80942.000,16959.000,6605.000,2977.000,43.000,54.000,44.000,0.000
431844.000,380234.000,77935.000,52953.000,15873.000,22613.000,5730.000,1649.000,44.000,66.000,44.000,0.000
69818.000,26674.000,16537.000,5952.000,10553.000,5404.000,1036.000,332.000,26.000,56.000,43.000,0.000
692513.000,505193.000,16449.000,183019.000,54069.000,14174.000,7727.000,2682.000,43.000,66.000,-108.000,0.000
293977.000,69861.000,14628.000,25183.000,41252.000,22175.000,7389.000,2758.000,24.000,61.000,88.000,0.000
730667.000,46056.000,7658.000,17212.000,8326.000,20298.000,1686.000,831.000,35.000,51.000,12.000,0.000
2423600.000,686376.000,49362.000,79961.000,34224.000,36164.000,2860.000,2514.000,54.000,51.000,108.000,0.000
207393.000,4548.000,2523.000,2472.000,1203.000,3006.000,656.000,308.000,44.000,43.000,211.000,0.000
811470.000,350017.000,39548.000,194828.000,37241.000,31730.000,9071.000,7206.000,77.000,47.000,164.000,0.000
42799.000,12710.000,4147.000,3604.000,1448.000,1544.000,409.000,162.000,61.000,53.000,2.000,0.000
181654.000,38842.000,17395.000,53053.000,9929.000,8471.000,2765.000,547.000,48.000,56.000,60.000,0.000
1051566.000,63836.000,21604.000,13492.000,12446.000,11370.000,2106.000,932.000,54.000,75.000,116.000,0.000
1297586.000,307774.000,80825.000,78477.000,49746.000,45400.000,13451.000,3045.000,44.000,70.000,55.000,0.000
215359.000,47943.000,45381.000,9649.000,12517.000,6450.000,1197.000,981.000,50.000,67.000,-246.000,0.000
372470.000,90137.000,69936.000,5711.000,62274.000,17085.000,13182.000,3695.000,48.000,70.000,11.000,0.000
549835.000,290925.000,42006.000,157994.000,58795.000,24704.000,3340.000,2579.000,50.000,63.000,137.000,0.000
233546.000,23723.000,51355.000,11277.000,9482.000,37982.000,8789.000,6745.000,41.000,64.000,65.000,0.000
219519.000,41716.000,28211.000,13074.000,6148.000,10607.000,1558.000,294.000,60.000,74.000,226.000,0.000
151877.000,35965.000,12510.000,33767.000,5872.000,13330.000,2791.000,471.000,66.000,74.000,-1.000,0.000
176731.000,94788.000,31230.000,22773.000,5995.000,5454.000,1303.000,513.000,70.000,78.000,99.000,0.000
492592.000,241491.000,67529.000,33820.000,86930.000,41169.000,9028.000,4218.000,66.000,78.000,45.000,0.000
193075.000,80848.000,70794.000,11456.000,50619.000,7604.000,6944.000,3392.000,51.000,66.000,38.000,0.000
136403.000,9251.000,5969.000,16800.000,9570.000,8190.000,1583.000,486.000,41.000,64.000,-69.000,0.000
2050132.000,1405725.000,103581.000,32348.000,45968.000,26184.000,9842.000,1952.000,47.000,64.000,5.000,0.000
133575.000,60275.000,18521.000,17427.000,31218.000,11047.000,1246.000,1019.000,38.000,48.000,33.000,0.000
71492.000,24341.000,19887.000,13071.000,25268.000,7776.000,1925.000,290.000,38.000,50.000,-250.000,0.000
559524.000,84592.000,7716.000,7917.000,25683.000,6616.000,1031.000,323.000,50.000,50.000,145.000,0.000
49827.000,195689.000,36492.000,43017.000,37813.000,50242.000,7718.000,5041.000,35.000,34.000,11.000,0.000
1813202.000,92105.000,5407.000,151470.000,61761.000,62333.000,3974.000,3339.000,61.000,43.000,50.000,0.000
563056.000,149530.000,164721.000,39145.000,22133.000,20919.000,11024.000,2362.000,69.000,48.000,-293.000,0.000
616155.000,55265.000,16501.000,14997.000,25316.000,13613.000,2930.000,818.000,60.000,53.000,-49.000,0.000
718884.000,38845.000,4235.000,37376.000,10121.000,5923.000,3017.000,781.000,70.000,63.000,-155.000,0.000
385988.000,214927.000,30943.000,10260.000,21152.000,3453.000,1971.000,858.000,61.000,70.000,12.000,0.000
437540.000,17699.000,12794.000,12263.000,16809.000,9692.000,2179.000,527.000,27.000,60.000,123.000,0.000
137782.000,51764.000,14933.000,12903.000,11251.000,5113.000,1903.000,285.000,44.000,54.000,29.000,0.000
170101.000,59690.000,14699.000,13193.000,3485.000,9760.000,3075.000,919.000,35.000,54.000,248.000,0.000
543208.000,158602.000,56709.000,76452.000,32392.000,42100.000,10368.000,1667.000,40.000,48.000,-5.000,0.000
1161562.000,23802.000,2180.000,2896.000,12356.000,7459.000,1544.000,216.000,67.000,60.000,32.000,0.000
1179139.000,266836.000,171755.000,50579.000,77053.000,51734.000,21311.000,1104.000,67.000,44.000,-17.000,0.000
1167719.000,166533.000,75546.000,105626.000,19311.000,11740.000,7386.000,1418.000,75.000,48.000,-11.000,0.000
220283.000,8770.000,21383.000,11188.000,10865.000,7910.000,2521.000,465.000,61.000,54.000,28.000,0.000
549474.000,26474.000,11091.000,10697.000,14504.000,10829.000,3719.000,540.000,64.000,61.000,120.000,0.000
168123.000,11047.000,2318.000,26852.000,16462.000,8873.000,2241.000,509.000,63.000,74.000,53.000,0.000
1158739.000,143911.000,55865.000,59379.000,26180.000,39301.000,17439.000,2622.000,70.000,77.000,132.000,0.000
240945.000,48903.000,170637.000,54286.000,50102.000,11525.000,3318.000,2518.000,88.000,74.000,37.000,0.000
745203.000,327757.000,61248.000,18159.000,31224.000,51643.000,14058.000,2775.000,70.000,78.000,-348.000,0.000
1234671.000,128466.000,64352.000,16850.000,9473.000,9247.000,2902.000,1529.000,63.000,70.000,-8.000,0.000
962221.000,544446.000,108596.000,127964.000,39076.000,44442.000,6738.000,4535.000,47.000,67.000,181.000,0.000
139339.000,264286.000,21570.000,62374.000,16180.000,10475.000,11438.000,2607.000,35.000,63.000,89.000,0.000
543365.000,58507.000,28909.000,23048.000,17883.000,7924.000,2846.000,565.000,30.000,47.000,80.000,0.000
247491.000,479769.000,20795.000,111501.000,59137.000,37099.000,4256.000,1861.000,26.000,56.000,99.000,0.000
436777.000,807555.000,337629.000,265999.000,673856.000,133082.000,270718.000,11987.000,29.000,50.000,166.000,0.000
369143.000,4258.000,3101.000,2016.000,3256.000,1468.000,676.000,244.000,37.000,50.000,55.000,0.000
181439.000,149780.000,36222.000,166208.000,28374.000,13595.000,3897.000,1306.000,54.000,54.000,21.000,0.000
330207.000,26177.000,19245.000,19975.000,8482.000,5036.000,2706.000,531.000,47.000,60.000,10.000,0.000
643409.000,148983.000,41599.000,10414.000,18026.000,19374.000,2558.000,1292.000,50.000,74.000,-809.000,0.000
1241756.000,73550.000,10506.000,13902.000,9577.000,3519.000,943.000,1023.000,50.000,74.000,214.000,0.000
136877.000,8263.000,1706.000,5600.000,17852.000,7005.000,3361.000,707.000,37.000,69.000,-369.000,0.000
702674.000,45041.000,25644.000,21731.000,17554.000,5230.000,2251.000,1607.000,50.000,61.000,310.000,0.000
63064.000,20638.000,4699.000,5010.000,3295.000,1183.000,575.000,201.000,53.000,56.000,5.000,0.000
1421085.000,54802.000,16740.000,11735.000,30051.000,21429.000,3646.000,3184.000,47.000,47.000,-122.000,0.000
723735.000,274509.000,84045.000,81302.000,382743.000,35506.000,43077.000,5799.000,47.000,47.000,102.000,0.000
1653216.000,27889.000,21204.000,10016.000,10488.000,6100.000,1519.000,596.000,54.000,47.000,-83.000,0.000
2645359.000,386269.000,239696.000,303636.000,285720.000,127447.000,37402.000,35115.000,54.000,47.000,195.000,0.000
195175.000,56217.000,10773.000,33374.000,39521.000,45946.000,6500.000,901.000,43.000,56.000,-484.000,0.000
1517483.000,134472.000,24469.000,35446.000,64935.000,42691.000,3040.000,2610.000,66.000,50.000,99.000,0.000
302791.000,10173.000,866.000,4680.000,7493.000,5999.000,1664.000,858.000,87.000,47.000,101.000,0.000
633556.000,137366.000,41277.000,57273.000,25351.000,37039.000,6662.000,1829.000,100.000,47.000,89.000,0.000
1655298.000,242443.000,22862.000,52461.000,22068.000,35948.000,8021.000,2918.000,100.000,43.000,-163.000,0.000
1650512.000,153474.000,71333.000,207873.000,108365.000,107165.000,11886.000,5996.000,90.000,41.000,285.000,0.000
656734.000,114021.000,31452.000,45044.000,53982.000,19257.000,7945.000,531.000,90.000,51.000,148.000,0.000
455138.000,46449.000,50145.000,41915.000,32662.000,21594.000,5714.000,3986.000,77.000,56.000,-44.000,0.000
998892.000,283443.000,112407.000,60148.000,76948.000,57415.000,8995.000,4656.000,75.000,61.000,23.000,0.000
980653.000,109589.000,29893.000,79015.000,18894.000,27708.000,3019.000,1016.000,77.000,66.000,75.000,0.000
1728762.000,159598.000,13357.000,56638.000,94037.000,31116.000,5844.000,2267.000,69.000,66.000,108.000,0.000
2063414.000,210006.000,61596.000,52466.000,37160.000,34944.000,2147.000,7891.000,70.000,61.000,-36.000,0.000
305594.000,32438.000,20373.000,5817.000,12922.000,8488.000,3668.000,1334.000,69.000,53.000,-151.000,0.000
612711.000,271157.000,60691.000,86015.000,27955.000,22582.000,8347.000,3937.000,69.000,54.000,-310.000,0.000
1125061.000,57281.000,15863.000,12934.000,23314.000,10323.000,2293.000,1461.000,61.000,50.000,34.000,0.000
1136381.000,50867.000,27293.000,67830.000,42322.000,33886.000,9455.000,3059.000,60.000,53.000,162.000,0.000
110666.000,1176.000,6631.000,6008.000,1888.000,1687.000,634.000,396.000,67.000,57.000,-8.000,0.000
434829.000,163821.000,15424.000,57266.000,22588.000,34636.000,6381.000,3813.000,66.000,75.000,86.000,0.000
228674.000,221505.000,56205.000,116381.000,27003.000,16298.000,8558.000,3151.000,78.000,70.000,74.000,0.000
1190282.000,190817.000,84410.000,94243.000,43771.000,125635.000,10930.000,1548.000,64.000,78.000,90.000,0.000
1732480.000,208862.000,61639.000,197114.000,20733.000,57147.000,9221.000,2062.000,67.000,75.000,122.000,0.000
574299.000,77662.000,66138.000,134094.000,102194.000,18582.000,11638.000,3620.000,67.000,66.000,1.000,0.000
763078.000,814158.000,210012.000,24677.000,76137.000,16667.000,14344.000,2261.000,60.000,77.000,217.000,0.000
189274.000,16097.000,19599.000,14178.000,29461.000,5622.000,2027.000,1484.000,48.000,69.000,45.000,0.000
975762.000,331099.000,78495.000,62611.000,117881.000,57608.000,13910.000,3277.000,35.000,74.000,150.000,0.000
1361976.000,448794.000,76733.000,119529.000,28879.000,17298.000,9000.000,3330.000,35.000,61.000,-249.000,0.000
1769351.000,185976.000,98738.000,75069.000,57334.000,61677.000,6333.000,4627.000,24.000,51.000,69.000,0.000
178357.000,7486.000,18085.000,10820.000,11701.000,14592.000,3644.000,589.000,54.000,57.000,0.000,0.000
1507025.000,23702.000,15774.000,9059.000,7898.000,8056.000,4693.000,1102.000,69.000,60.000,50.000,0.000
1060620.000,231400.000,155526.000,160385.000,56352.000,39322.000,11487.000,4294.000,75.000,67.000,-283.000,0.000
593133.000,102215.000,21424.000,10553.000,17601.000,4666.000,3076.000,345.000,84.000,78.000,-65.000,0.000
485450.000,177780.000,100188.000,54835.000,23550.000,47301.000,3538.000,2300.000,64.000,69.000,219.000,0.000
239500.000,46765.000,2596.000,11487.000,15793.000,6486.000,4219.000,590.000,51.000,66.000,-73.000,0.000
597955.000,146442.000,29573.000,79642.000,78143.000,21651.000,8906.000,2569.000,47.000,54.000,103.000,0.000
109655.000,72749.000,17674.000,8083.000,13890.000,10761.000,2830.000,1127.000,48.000,47.000,178.000,0.000
769749.000,53476.000,32473.000,16543.000,12775.000,17559.000,3303.000,1363.000,61.000,48.000,139.000,0.000
1624014.000,145450.000,53089.000,33250.000,57904.000,42769.000,9131.000,7739.000,63.000,47.000,16.000,0.000
1982387.000,134615.000,11758.000,47976.000,106770.000,15503.000,6114.000,2317.000,69.000,51.000,50.000,0.000
2415712.000,61735.000,40935.000,70894.000,115983.000,45639.000,14143.000,5291.000,69.000,47.000,147.000,0.000
312233.000,219458.000,194181.000,66736.000,29148.000,28857.000,16337.000,2981.000,81.000,51.000,-5.000,0.000
357379.000,59223.000,15982.000,111082.000,55124.000,24191.000,1544.000,3733.000,69.000,56.000,140.000,0.000
194458.000,20427.000,10593.000,49671.000,4336.000,14925.000,1944.000,373.000,64.000,66.000,-22.000,0.000
1065785.000,636893.000,25060.000,232714.000,132952.000,56559.000,2879.000,3694.000,74.000,84.000,86.000,0.000
66700.000,37620.000,19676.000,24768.000,5557.000,11851.000,2006.000,511.000,56.000,81.000,66.000,0.000
171475.000,187726.000,7029.000,35911.000,29427.000,60129.000,8421.000,3381.000,66.000,80.000,0.000,0.000
835677.000,280196.000,32417.000,57783.000,44726.000,33196.000,6511.000,2726.000,74.000,61.000,-309.000,0.000
2430373.000,118746.000,73402.000,18743.000,26805.000,31474.000,10328.000,5345.000,66.000,44.000,22.000,0.000
1906297.000,109327.000,67973.000,87354.000,17416.000,52325.000,7208.000,2317.000,77.000,50.000,115.000,0.000
659255.000,191289.000,46256.000,20943.000,83891.000,42084.000,9842.000,774.000,80.000,51.000,-11.000,0.000
1906814.000,355281.000,24710.000,73561.000,51040.000,19169.000,12186.000,1788.000,75.000,56.000,80.000,0.000
347113.000,62048.000,51405.000,29835.000,35609.000,18525.000,6444.000,3488.000,66.000,54.000,0.000,0.000
882219.000,295034.000,100143.000,47388.000,60031.000,24291.000,6806.000,1757.000,64.000,56.000,107.000,0.000
1852781.000,273160.000,53457.000,35253.000,74379.000,14123.000,10565.000,980.000,51.000,48.000,70.000,0.000
1751119.000,98671.000,75621.000,69865.000,61389.000,24160.000,8560.000,1885.000,34.000,48.000,117.000,0.000
64737.000,40009.000,14115.000,13579.000,8556.000,3455.000,3850.000,775.000,43.000,60.000,99.000,0.000
519182.000,129268.000,91280.000,131053.000,42341.000,33379.000,6919.000,2165.000,29.000,57.000,58.000,0.000
151083.000,43886.000,22807.000,12073.000,21307.000,5102.000,1084.000,2340.000,38.000,67.000,55.000,0.000
839322.000,45351.000,46370.000,19149.000,19667.000,60452.000,24303.000,4120.000,44.000,75.000,-260.000,0.000
1263267.000,32631.000,56894.000,138212.000,226894.000,146612.000,32298.000,5338.000,63.000,70.000,-657.000,0.000
928709.000,56111.000,48161.000,20993.000,19465.000,15222.000,2558.000,1150.000,90.000,69.000,-381.000,0.000
3702013.000,182779.000,45928.000,52930.000,70771.000,22100.000,7276.000,6057.000,90.000,66.000,107.000,0.000
844457.000,619640.000,11518.000,52087.000,46476.000,29520.000,11169.000,3276.000,91.000,63.000,-283.000,0.000
718683.000,135428.000,53386.000,14878.000,10914.000,7272.000,1159.000,1792.000,63.000,47.000,205.000,0.000
538162.000,58980.000,17668.000,38158.000,30626.000,17062.000,3521.000,681.000,30.000,47.000,-246.000,0.000
805235.000,95176.000,5103.000,36130.000,9558.000,7199.000,1015.000,390.000,35.000,43.000,-8.000,0.000
753238.000,737407.000,20548.000,135888.000,39549.000,15669.000,9961.000,4026.000,30.000,43.000,56.000,0.000
1467036.000,398626.000,49627.000,15028.000,41949.000,21000.000,5078.000,2304.000,21.000,50.000,103.000,0.000
154577.000,26268.000,26836.000,10819.000,3291.000,6877.000,5545.000,1586.000,23.000,38.000,102.000,0.000
240267.000,52935.000,9835.000,22046.000,7585.000,7832.000,1664.000,1279.000,20.000,47.000,67.000,0.000
166730.000,52229.000,11877.000,11624.000,12531.000,18009.000,1580.000,596.000,26.000,48.000,50.000,0.000
845494.000,278837.000,38502.000,202853.000,154540.000,51766.000,10681.000,3798.000,54.000,51.000,17.000,0.000
555421.000,409064.000,32898.000,72953.000,50156.000,31197.000,24925.000,1907.000,63.000,63.000,-17.000,0.000
687051.000,216243.000,57485.000,42505.000,36642.000,32977.000,6712.000,3582.000,56.000,48.000,196.000,0.000
259436.000,28855.000,6733.000,20278.000,15672.000,8849.000,3175.000,1135.000,57.000,44.000,9.000,0.000
70817.000,31449.000,19368.000,14299.000,12052.000,17033.000,1378.000,842.000,54.000,51.000,92.000,0.000
329748.000,539899.000,157109.000,87837.000,82488.000,38328.000,5665.000,2972.000,66.000,53.000,54.000,0.000
1441219.000,563843.000,79595.000,63552.000,24061.000,23576.000,8889.000,3451.000,64.000,57.000,19.000,0.000
781740.000,200920.000,46381.000,77810.000,25998.000,22575.000,6323.000,3648.000,51.000,53.000,-297.000,0.000
274752.000,21668.000,3722.000,38185.000,16860.000,9516.000,1615.000,1277.000,43.000,53.000,114.000,0.000
244116.000,28060.000,5030.000,16918.000,8266.000,5464.000,2442.000,652.000,37.000,57.000,42.000,0.000
193411.000,161839.000,73111.000,131510.000,62412.000,55720.000,6916.000,1821.000,43.000,61.000,49.000,0.000
