delta,theta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,midGamma,attention,meditation,rawValue,blinkStrength
686899.000,52762.000,15972.000,26708.000,24527.000,44574.000,3502.000,446.000,53.000,63.000,89.000,0.000
512000.000,473186.000,121535.000,57473.000,110654.000,95730.000,19075.000,6138.000,53.000,60.000,67.000,0.000
440413.000,543240.000,281957.000,84644.000,120731.000,73967.000,25065.000,15820.000,44.000,47.000,-203.000,0.000
710171.000,297864.000,64264.000,45812.000,34623.000,12801.000,19975.000,6473.000,53.000,47.000,51.000,0.000
580912.000,260169.000,217283.000,149121.000,61182.000,87643.000,10564.000,1418.000,40.000,43.000,144.000,0.000
1060548.000,119446.000,53419.000,65147.000,51290.000,33696.000,17535.000,6439.000,24.000,54.000,55.000,0.000
375294.000,311385.000,69679.000,84342.000,148480.000,91667.000,16154.000,4664.000,24.000,66.000,-153.000,0.000
504782.000,32226.000,39485.000,20897.000,33030.000,30991.000,3498.000,936.000,35.000,57.000,-71.000,0.000
460788.000,16573.000,1934.000,3951.000,8286.000,3007.000,1701.000,720.000,66.000,66.000,261.000,0.000
1276121.000,482933.000,21519.000,74942.000,43428.000,35797.000,12251.000,8642.000,66.000,48.000,-118.000,0.000
748119.000,72209.000,43494.000,70020.000,53202.000,26213.000,5155.000,4703.000,56.000,30.000,-4.000,0.000
366869.000,502738.000,27413.000,24176.000,8030.000,18421.000,18856.000,5058.000,51.000,43.000,167.000,0.000
827822.000,248135.000,42087.000,26259.000,34251.000,29861.000,11611.000,10807.000,17.000,17.000,5.000,0.000
1300537.000,262270.000,47416.000,62173.000,25494.000,17298.000,9273.000,3867.000,13.000,20.000,253.000,0.000
800398.000,92799.000,34116.000,24926.000,44687.000,39778.000,7274.000,1855.000,10.000,29.000,-488.000,0.000
1887859.000,88789.000,72249.000,37707.000,48186.000,38871.000,7505.000,2240.000,17.000,21.000,151.000,0.000
811087.000,1065892.000,363282.000,37054.000,75505.000,129640.000,39164.000,19399.000,43.000,47.000,117.000,0.000
395136.000,133212.000,15692.000,16510.000,16436.000,5948.000,9637.000,5506.000,41.000,50.000,-23.000,0.000
1011850.000,87519.000,36913.000,25281.000,68562.000,35774.000,6291.000,2739.000,37.000,43.000,88.000,0.000
1207252.000,280351.000,73841.000,40982.000,58790.000,77080.000,29525.000,7725.000,37.000,43.000,215.000,0.000
97734.000,47598.000,2872.000,6852.000,8693.000,8625.000,2372.000,750.000,37.000,35.000,183.000,0.000
293608.000,292719.000,13956.000,50707.000,29996.000,20669.000,9784.000,11367.000,43.000,24.000,-243.000,0.000
1724640.000,317643.000,53612.000,77832.000,22759.000,27035.000,28450.000,4810.000,51.000,23.000,-149.000,0.000
761428.000,237761.000,93336.000,52196.000,76344.000,58651.000,32780.000,29137.000,35.000,24.000,23.000,0.000
954075.000,242102.000,109495.000,57019.000,85719.000,51733.000,21411.000,29002.000,34.000,27.000,61.000,0.000
675258.000,173782.000,213974.000,61224.000,133813.000,87040.000,33123.000,10078.000,29.000,41.000,90.000,0.000
657823.000,226750.000,32309.000,14621.000,38039.000,8870.000,2449.000,3779.000,44.000,57.000,39.000,0.000
2191714.000,384840.000,45767.000,53083.000,130913.000,41815.000,89032.000,7603.000,35.000,48.000,85.000,0.000
95894.000,9059.000,3030.000,2051.000,4608.000,3400.000,1289.000,744.000,26.000,38.000,35.000,0.000
692948.000,52007.000,37450.000,37415.000,35463.000,18716.000,8477.000,1034.000,37.000,30.000,122.000,0.000
1372634.000,289537.000,47078.000,53737.000,59363.000,61600.000,31564.000,25377.000,30.000,30.000,-606.000,0.000
2378662.000,634697.000,30005.000,116483.000,218338.000,7645.000,5005.000,7276.000,54.000,38.000,342.000,0.000
1383650.000,835957.000,301243.000,112165.000,150159.000,132835.000,28605.000,3434.000,40.000,37.000,145.000,0.000
2063307.000,130051.000,162433.000,79280.000,130542.000,114461.000,13030.000,7051.000,37.000,40.000,10.000,0.000
186296.000,30632.000,39742.000,35765.000,60574.000,37231.000,7497.000,3109.000,48.000,37.000,-281.000,0.000
1170442.000,409553.000,42410.000,32240.000,36077.000,48327.000,35633.000,8822.000,60.000,48.000,1.000,0.000
911252.000,455384.000,250606.000,76311.000,59330.000,111435.000,23606.000,5650.000,83.000,48.000,105.000,0.000
558475.000,146495.000,21118.000,62659.000,21090.000,18013.000,6671.000,2428.000,84.000,51.000,227.000,0.000
679202.000,134268.000,34344.000,27848.000,77154.000,26223.000,7448.000,1784.000,70.000,48.000,-203.000,0.000
1887028.000,296035.000,12898.000,19005.000,50390.000,17140.000,21218.000,9126.000,60.000,38.000,85.000,0.000
956687.000,190560.000,43766.000,58428.000,111654.000,89740.000,38047.000,3453.000,54.000,30.000,243.000,0.000
339642.000,338543.000,25048.000,111785.000,119443.000,94706.000,16893.000,10582.000,61.000,23.000,52.000,0.000
1385952.000,118794.000,59571.000,22394.000,30015.000,20269.000,10629.000,2502.000,70.000,14.000,106.000,0.000
1311930.000,278583.000,213543.000,43055.000,152107.000,111791.000,15290.000,9551.000,67.000,23.000,128.000,0.000
640437.000,136334.000,9705.000,10911.000,25318.000,23006.000,4749.000,5248.000,80.000,43.000,-44.000,0.000
85290.000,18535.000,10823.000,5358.000,15888.000,3045.000,914.000,706.000,74.000,34.000,54.000,0.000
333580.000,24256.000,23273.000,37266.000,26158.000,38428.000,12139.000,2255.000,64.000,40.000,-529.000,0.000
265811.000,57859.000,23554.000,5106.000,9413.000,11366.000,1912.000,1120.000,80.000,44.000,81.000,0.000
758334.000,247479.000,16247.000,43560.000,28151.000,22374.000,10658.000,1963.000,77.000,41.000,75.000,0.000
840912.000,140948.000,59830.000,17625.000,31184.000,15942.000,9178.000,2161.000,69.000,47.000,18.000,0.000
489336.000,425580.000,110758.000,123050.000,185113.000,106163.000,37731.000,14502.000,67.000,47.000,81.000,0.000
1097606.000,85153.000,34684.000,63822.000,30557.000,16225.000,9426.000,1701.000,56.000,38.000,146.000,0.000
2596093.000,735719.000,209943.000,139826.000,257976.000,200767.000,13870.000,6475.000,53.000,47.000,247.000,0.000
647256.000,449499.000,45848.000,17373.000,41320.000,44667.000,32307.000,4802.000,61.000,51.000,-97.000,0.000
746934.000,56740.000,7572.000,37180.000,21037.000,16025.000,3532.000,5035.000,63.000,35.000,42.000,0.000
603182.000,242793.000,21347.000,23833.000,82462.000,35947.000,7144.000,2377.000,64.000,38.000,57.000,0.000
501998.000,507175.000,168953.000,156822.000,88520.000,112973.000,21188.000,7059.000,67.000,16.000,50.000,0.000
818337.000,68966.000,75213.000,5997.000,59894.000,11132.000,5724.000,1488.000,64.000,23.000,49.000,0.000
785993.000,57607.000,24911.000,10738.000,18587.000,38103.000,5245.000,1352.000,63.000,43.000,-69.000,0.000
17937.000,41313.000,19711.000,4576.000,11815.000,5660.000,4672.000,363.000,74.000,38.000,-27.000,0.000
1152428.000,131799.000,21257.000,145843.000,15225.000,15012.000,4083.000,2734.000,67.000,53.000,113.000,0.000
2021196.000,139698.000,69523.000,85785.000,102446.000,23707.000,26265.000,17604.000,57.000,63.000,109.000,0.000
710269.000,36883.000,7716.000,11560.000,14260.000,15093.000,11332.000,1899.000,57.000,63.000,-484.000,0.000
1834469.000,91958.000,27875.000,34223.000,24272.000,23997.000,6721.000,2204.000,54.000,61.000,117.000,0.000
455473.000,306346.000,124484.000,120848.000,150623.000,52642.000,44893.000,7583.000,60.000,63.000,124.000,0.000
1128360.000,22418.000,13328.000,51389.000,8395.000,12538.000,3436.000,3812.000,66.000,53.000,188.000,0.000
1428282.000,570762.000,97091.000,81708.000,110202.000,85995.000,70754.000,12844.000,66.000,53.000,-332.000,0.000
428766.000,69968.000,29465.000,9406.000,25515.000,20634.000,6894.000,4736.000,70.000,41.000,-67.000,0.000
1509728.000,206180.000,300938.000,163560.000,72723.000,208936.000,38496.000,11680.000,67.000,44.000,68.000,0.000
419289.000,546840.000,13602.000,28507.000,69190.000,79464.000,28356.000,7514.000,75.000,53.000,12.000,0.000
1263859.000,243158.000,141146.000,116314.000,202743.000,119539.000,28930.000,15808.000,78.000,30.000,129.000,0.000
890592.000,1083589.000,651544.000,239045.000,194302.000,59421.000,39943.000,10078.000,87.000,40.000,-20.000,0.000
100667.000,62502.000,24784.000,39338.000,19293.000,24548.000,7282.000,1159.000,66.000,50.000,289.000,0.000
78000.000,373597.000,42791.000,21082.000,46884.000,17031.000,6545.000,3925.000,61.000,44.000,165.000,0.000
113342.000,68147.000,8757.000,9679.000,8679.000,24091.000,7446.000,586.000,50.000,56.000,12.000,0.000
878009.000,253350.000,44519.000,95719.000,72098.000,49035.000,25003.000,10229.000,51.000,44.000,106.000,0.000
1053587.000,129343.000,6599.000,14483.000,7332.000,15200.000,2969.000,1852.000,64.000,40.000,75.000,0.000
1053621.000,318801.000,440338.000,206342.000,218836.000,209768.000,28612.000,7134.000,60.000,20.000,-764.000,0.000
792386.000,30328.000,23509.000,15676.000,15364.000,9527.000,1016.000,1064.000,75.000,41.000,-563.000,0.000
